,Year,Country Code,Country Name,Region,Income Group,Lending Type,Military Expenditure ($Millions),Military Expenditure (% of GDP),GDP ($Billions),GDP PPP ($Billions),GDP Per Capita ($),GDP Per Capita PPP ($),Suicide Mortality Rate (Per 100K People),Life Expectancy at Birth (Years),Population (Millions),Group
1255,2005,SGP,Singapore,East Asia & Pacific,High income,Not classified,5463.83080990147,4.27504313120819,127.807848728398,250.919344756123,29961.3172812732,58821.6934644088,11.2,79.990243902439,4.265762,REST OF WORLD
1256,2005,SLB,Solomon Islands,East Asia & Pacific,Lower middle income,IDA,,,0.552864570225819,0.817942284427258,1145.86655410897,1695.26635887312,14,67.936,0.482486,REST OF WORLD
1257,2005,SLE,Sierra Leone,Sub-Saharan Africa ,Low income,IDA,23.5521302330088,1.42681393237049,1.6270584249380902,5.06477446540752,286.28590628988,891.16255799985,6,48.237,5.683334,REST OF WORLD
1258,2005,SLV,El Salvador,Latin America & Caribbean ,Upper middle income,IBRD,132.9,0.90420465369438,14.698,31.779534670743598,2434.32353117029,5263.41468625889,7.8,70.44,6.037817,REST OF WORLD
1259,2005,SMR,San Marino,Europe & Central Asia,High income,Not classified,,,1.78584753140157,1.9017040900287498,60520.7920361111,64447.0682536516,,,0.029508,REST OF WORLD
1260,2005,SOM,Somalia,Sub-Saharan Africa ,Low income,IDA,,,4.68324645410048,6.59046209631561,447.417197695496,629.624366676272,8.9,50.661,10.467292,REST OF WORLD
1261,2005,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD,629.5009428334171,2.27394357408135,27.683225959246798,68.3182008466942,3720.47915467431,9181.6048645905,20.1,72.8341463414634,7.440769,REST OF WORLD
1262,2005,SSD,South Sudan,Sub-Saharan Africa ,Low income,IDA,,,,,,,3.9,51.545,7.662654,REST OF WORLD
1263,2005,STP,Sao Tome and Principe,Sub-Saharan Africa ,Lower middle income,IDA,,,0.136450662390592,0.376459492907795,843.955111272836,2328.42338512985,1.3,63.709,0.16168,REST OF WORLD
1264,2005,SUR,Suriname,Latin America & Caribbean ,Upper middle income,IBRD,,,1.7934103973873798,5.20035863620065,3474.12033122968,10073.919329357,24.2,67.002,0.51622,REST OF WORLD
1265,2005,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified,823.3134554495831,1.67909052359894,62.808723476719,89.40025322507809,11690.1134689407,16639.3941239799,13.7,73.9048780487805,5.372807,REST OF WORLD
1266,2005,SVN,Slovenia,Europe & Central Asia,High income,Not classified,514.172799466764,1.4201971624414,36.2063959706504,47.7165922295885,18098.9085440003,23852.6430383942,26.8,77.6121951219512,2.000474,REST OF WORLD
1267,2005,SWE,Sweden,Europe & Central Asia,High income,Not classified,5518.466925997151,1.40698751486224,392.218088878779,309.212862460073,43437.0631164776,34244.4650156257,15.7,80.5463414634146,9.029572,REST OF WORLD
1268,2005,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,Blend,59.4716739027539,1.90288657921506,3.17811249867911,6.40168751136217,2964.97248651359,5972.35854499655,43.9,42.125,1.071886,REST OF WORLD
1269,2005,SXM,Sint Maarten (Dutch part),Latin America & Caribbean ,High income,Not classified,,,,,,,,75.542,0.033011,REST OF WORLD
1270,2005,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD,14.7272727272727,1.60235235107661,0.977899381818182,1.31297212713088,11802.1118276833,15846.051402772,8.4,72.1317073170732,0.082858,REST OF WORLD
1271,2005,SYR,Syrian Arab Republic,Middle East & North Africa,Low income,IDA,1450.32465666839,5.02641990387935,28.8589655172414,,1552.93012619927,,1.4,72.769,18.583557,REST OF WORLD
1272,2005,TCA,Turks and Caicos Islands,Latin America & Caribbean ,High income,Not classified,,,0.5786458,,24115.2656803501,,,77.148,0.023995,REST OF WORLD
1273,2005,TCD,Chad,Sub-Saharan Africa ,Low income,IDA,55.4915179688626,0.831977970064711,6.64930752364377,15.6161518819635,664.59765601918,1560.8328987475,7.5,48.312,10.005012,REST OF WORLD
1274,2005,TGO,Togo,Sub-Saharan Africa ,Low income,IDA,33.2380352931363,1.45744020230587,3.22191040843007,7.99259375490083,564.099744507547,1399.36234207365,10.7,55.962,5.711597,REST OF WORLD
1275,2005,THA,Thailand,East Asia & Pacific,Upper middle income,IBRD,1984.49282821276,1.04822946909485,189.318408468595,671.334138599219,2876.24577293139,10199.3355743366,9.1,73.82,65.82136,REST OF WORLD
1276,2005,TJK,Tajikistan,Europe & Central Asia,Lower middle income,IDA,,,2.3123520206689,11.5832128529106,333.713902749747,1671.66553058286,3.6,66.514,6.929145,REST OF WORLD
1277,2005,TKM,Turkmenistan,Europe & Central Asia,Upper middle income,IBRD,,,8.10390199637024,27.733583832350202,1658.67277890821,5676.39398710546,15.1,66.068,4.885775,REST OF WORLD
1278,2005,TLS,Timor-Leste,East Asia & Pacific,Lower middle income,Blend,8.23,1.7802292883409,0.462268,1.36065746488708,476.902713571364,1403.7338454009,3,62.328,0.969313,REST OF WORLD
1279,2005,TON,Tonga,East Asia & Pacific,Upper middle income,IDA,,,0.261803684241754,0.43534673190338397,2478.42704686749,4121.31371733629,4,69.768,0.105633,REST OF WORLD
1280,2005,TTO,Trinidad and Tobago,Latin America & Caribbean ,High income,IBRD,97.75285892983,0.604538000333575,15.982282462378599,30.4672455695998,11673.7815403674,22253.8908165001,12.7,71.308,1.369075,REST OF WORLD
1281,2005,TUN,Tunisia,Middle East & North Africa,Lower middle income,IBRD,468.46457997734,1.45160141621028,32.2721866948043,83.243203694879,3106.57663000034,8013.1350766666,3.7,74.764,10.388344,REST OF WORLD
1282,2005,TUR,Turkiye,Europe & Central Asia,Upper middle income,IBRD,12081.156313729,2.40937050592188,506.31471766165504,815.102819831078,7369.43188923286,11863.8556295747,2.8,73.534,68.704715,REST OF WORLD
1283,2005,TUV,Tuvalu,East Asia & Pacific,Upper middle income,IDA,,,0.022909979816307803,0.0266257572499412,2311.33775386479,2686.21441181812,,63.836,0.009912,REST OF WORLD
1284,2005,TZA,Tanzania,Sub-Saharan Africa ,Lower middle income,IDA,139.493591276696,0.823941300163293,18.3953836474975,60.8201750341222,480.180053710938,1587.60668945313,5.4,56.299,39.439505,REST OF WORLD
1285,2005,UGA,Uganda,Sub-Saharan Africa ,Low income,IDA,216.667041057579,1.68432268847927,9.23922176305793,41.8473270341536,330.602854382722,1497.4037987805,9.7,52.976,27.946588,REST OF WORLD
1286,2005,UKR,Ukraine,Europe & Central Asia,Upper middle income,IBRD,2072.34860243527,2.40574899498883,89.2388651185263,339.861133729562,1894.46008300781,7214.943359375,33.8,67.9568292682927,47.105171,REST OF WORLD
1287,2005,URY,Uruguay,Latin America & Caribbean ,High income,IBRD,347.323784856977,2.00038586601038,17.3628576838545,40.4008555080424,5233.45717058668,12177.4969769529,14.8,76.194,3.317665,REST OF WORLD
1288,2005,USA,United States,North America,High income,Not classified,533203,4.08923187524508,13039.197,13039.197,44123.3996470026,44123.3996470026,11.9,77.4878048780488,295.516599,G7
1289,2005,UZB,Uzbekistan,Europe & Central Asia,Lower middle income,Blend,,,14.3075098388053,95.355710316692,546.776850185552,3644.1208513277,9.1,67.49,26.167,REST OF WORLD
1290,2005,VCT,St. Vincent and the Grenadines,Latin America & Caribbean ,Upper middle income,Blend,,,0.579948925925926,1.0104416119881001,5176.12814656807,9018.33770952311,9.9,73.516,0.112043,REST OF WORLD
1291,2005,VEN,"Venezuela, RB",Latin America & Caribbean ,Not classified,IBRD,2665.39059696136,1.83171374924625,145.51348965187202,361.22673241717104,5456.32242533255,13544.9264905458,4.4,72.782,26.668785,REST OF WORLD
1292,2005,VGB,British Virgin Islands,Latin America & Caribbean ,High income,Not classified,,,,,,,,74.723,0.023497,REST OF WORLD
1293,2005,VIR,Virgin Islands (U.S.),Latin America & Caribbean ,High income,Not classified,,,4.428,4.00656144748651,40828.7460927775,36942.8365050898,,77.4219512195122,0.108453,REST OF WORLD
1294,2005,VNM,Viet Nam,East Asia & Pacific,Lower middle income,IBRD,1026.42680135444,1.78096085234042,57.6332557381992,315.730733874111,693.18984250035,3797.48349947293,6.3,73.271,83.142095,REST OF WORLD
1295,2005,VUT,Vanuatu,East Asia & Pacific,Lower middle income,IDA,,,0.394962433029368,0.482009511923526,1814.81782563854,2214.79153765773,18.2,69.39,0.217632,REST OF WORLD
1296,2005,WSM,Samoa,East Asia & Pacific,Lower middle income,IDA,,,0.476801793159429,0.81870082961796,2527.76283841797,4340.33924070892,12.9,71.754,0.188626,REST OF WORLD
1297,2005,XKX,Kosovo,Europe & Central Asia,Upper middle income,IDA,,,,,,,,75.616,1.82505,REST OF WORLD
1298,2005,YEM,"Yemen, Rep.",Middle East & North Africa,Low income,IDA,815.627463983416,4.8683170115889,16.7315667171888,70.955047109964,784.757980515193,3327.99315321567,5.9,65.543,21.320671,REST OF WORLD
1299,2005,ZAF,South Africa,Sub-Saharan Africa ,Upper middle income,IBRD,3566.96381537049,1.23481125272958,288.867217196534,516.70700023788,5893.18707587233,10541.3519933724,24.4,53.98,49.017147,BRICS
1300,2005,ZMB,Zambia,Sub-Saharan Africa ,Lower middle income,IDA,139.509353646242,1.84832294449392,8.33187016914977,25.9315436169042,720.446504729389,2242.26849215808,11.9,50.659,11.56487,REST OF WORLD
1301,2005,ZWE,Zimbabwe,Sub-Saharan Africa ,Lower middle income,Blend,131.4,1.45257572407694,5.7552152,20.23301022531,470.783761438779,1655.08540134185,14,44.768,12.224753,REST OF WORLD
1302,2006,ABW,Aruba,Latin America & Caribbean ,High income,Not classified,,,2.46978268156425,3.57237659666142,25832.9255649671,37365.6109099996,,74.026,0.095606,REST OF WORLD
1303,2006,AFG,Afghanistan,South Asia,Low income,IDA,131.346231269517,1.89623399634252,6.971758282293511,28.521625036823004,274.01539233406,1121.00333345163,4.9,58.684,25.442944,REST OF WORLD
1304,2006,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD,1970.30911518376,3.76149530543532,52.381025141426804,108.17025018141901,2597.9635866386,5364.96508745605,8.6,52.369,20.16234,REST OF WORLD
1305,2006,ALB,Albania,Europe & Central Asia,Upper middle income,IBRD,140.983900659916,1.56776908873068,8.896075004635161,19.650531647291302,2972.74362094736,6566.49056716277,7.8,76.816,2.992547,REST OF WORLD
1306,2006,AND,Andorra,Europe & Central Asia,High income,Not classified,,,3.45933798644948,3.72876881798411,43122.5986518428,46481.2058935205,,,0.080221,REST OF WORLD
1307,2006,ARE,United Arab Emirates,Middle East & North Africa,High income,Not classified,7165.41865214432,3.22597447304637,222.116541865214,525.932447575822,45339.5851165809,107356.069800987,8.3,76.909,4.898954,REST OF WORLD
1308,2006,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD,1847.5531298394699,0.788233877461469,232.55726081730802,588.133949202995,5890.97800169795,14898.1981668952,8.6,75.433,39.476851,REST OF WORLD
1309,2006,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD,188.18911643111198,2.94761315625864,6.3844520665146,18.9901254339675,2109.5263835731,6274.64506162179,5.9,71.987,3.026486,REST OF WORLD
1310,2006,ASM,American Samoa,East Asia & Pacific,High income,Not classified,,,0.493,,8673.92719531291,,,,0.056837,REST OF WORLD
1311,2006,ATG,Antigua and Barbuda,Latin America & Caribbean ,High income,IBRD,,,1.30354814814815,2.16206545227535,16114.075630733,26726.8119448093,0.5,75.765,0.080895,REST OF WORLD
1312,2006,AUS,Australia,East Asia & Pacific,High income,Not classified,14239.7795130914,1.82233092604478,748.417562769636,712.648996565745,36595.7071548423,34846.7156302418,10.6,81.0414634146342,20.450966,REST OF WORLD
1313,2006,AUT,Austria,Europe & Central Asia,High income,Not classified,2640.18536243902,0.785813244459197,336.28006433241103,311.412915828518,40669.3269586152,37661.922416092,16.4,79.8804878048781,8.268641,REST OF WORLD
1314,2006,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD,717.111853555619,3.41775933255807,20.9819294976188,78.43462878955181,2472.95725732287,9244.40645520997,4.7,68.165,8.48455,REST OF WORLD
1315,2006,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA,44.7175020414512,3.51171845179021,1.2733750784484401,4.55864546763216,166.276245228761,595.264085591002,8.9,53.869,7.65819,REST OF WORLD
1316,2006,BEL,Belgium,Europe & Central Asia,High income,Not classified,4307.89534097481,1.05612306878486,408.259840868823,371.910293569293,38705.1067959147,35258.985063203,20.2,79.380487804878,10.547958,REST OF WORLD
1317,2006,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA,46.7861309261986,0.665723323947751,7.034111314888119,17.565614139344397,837.132002451152,2090.48976913831,8.6,57.456,8.402631,REST OF WORLD
1318,2006,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA,72.6328673334736,1.11032179719724,6.54741982038113,17.8809265570517,457.342074853242,1248.99582984499,8.1,53.742,14.316242,REST OF WORLD
1319,2006,BGD,Bangladesh,South Asia,Lower middle income,IDA,829.682794837739,0.989838836982973,71.7957356720149,321.404279203579,503.374634487573,2253.43135010045,5,67.241,142.628831,REST OF WORLD
1320,2006,BGR,Bulgaria,Europe & Central Asia,High income,IBRD,715.7195354236279,2.08176190777138,34.380536495673894,86.7123530381212,4523.1465578805,11407.9860626796,13.4,72.6121951219512,7.601022,REST OF WORLD
1321,2006,BHR,Bahrain,Middle East & North Africa,High income,Not classified,574.202127659575,3.10294772848129,18.504760638297903,44.3311865567677,19057.7989047138,45656.0803525174,8.2,77.156,0.970981,REST OF WORLD
1322,2006,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified,,,10.16725,10.7702598283959,28829.8493750425,30539.7200405935,3.5,72.855,0.352664,REST OF WORLD
1323,2006,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD,178.375570051377,1.38653346855639,12.8648419059543,27.9166030083202,3170.17478337184,6879.2536699124,10.7,76.247,4.058086,REST OF WORLD
1324,2006,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD,631.831238109449,1.70941249195756,36.9618942813444,105.726566332646,3848.22350300163,11007.5380432626,40.9,69.4048780487805,9.604924,REST OF WORLD
1325,2006,BLZ,Belize,Latin America & Caribbean ,Upper middle income,Blend,12.2830375,0.776926086363979,1.5842073532204899,2.84139154281122,5486.83143439175,9841.03274285305,5.6,70.093,0.288729,REST OF WORLD
1326,2006,BMU,Bermuda,North America,High income,Not classified,,,6.144,4.62396135304894,95221.8588720301,71663.7687808834,,77.585,0.064523,REST OF WORLD
1327,2006,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD,167.90998585429702,1.46622698404757,11.4518449022214,40.780171854835,1200.06804203621,4273.45824271851,5.9,64.779,9.542663,REST OF WORLD
1328,2006,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD,16404.867307489,1.48108489489303,1107.62654171074,2193.27315384576,5866.02341427165,11615.6404617041,4.7,72.037,188.820682,BRICS
1329,2006,BRB,Barbados,Latin America & Caribbean ,High income,IBRD,,,4.2173234,4.483553897300959,15595.1683461218,16579.657566057,1.6,75.068,0.270425,REST OF WORLD
1330,2006,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified,293.436463532062,2.3039631946555,11.470464771013,29.571179475309798,30767.7538331071,79320.1312077794,2.9,74.783,0.372808,REST OF WORLD
1331,2006,BTN,Bhutan,South Asia,Lower middle income,IDA,,,0.942879878538879,3.20085779058215,1400.46917764144,4754.26698538774,4.5,66.362,0.67326,REST OF WORLD
1332,2006,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD,272.934274753837,2.75454609516549,9.91915848241085,23.064890692236098,5142.91383354359,11958.7508981348,32,53.918,1.928704,REST OF WORLD
1333,2006,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA,,,1.46185976233459,3.25379966425001,340.414517099341,757.692817042015,15.7,46.851,4.294352,REST OF WORLD
1334,2006,CAN,Canada,North America,High income,Not classified,14809.8928029902,1.12252472932052,1319.26480959097,1241.59403997959,40504.0370977806,38119.3909593545,11.2,80.5436585365854,32.571193,G7
1335,2006,CHE,Switzerland,Europe & Central Asia,High income,Not classified,3328.97339373445,0.753808477874928,441.634672196523,346.323158154133,59011.0324592016,46275.5494842863,18.8,81.490243902439,7.483934,REST OF WORLD
1336,2006,CHI,Channel Islands,Europe & Central Asia,High income,Not classified,,,9.676172953081881,,63665.3153474479,,,80.694,0.151985,REST OF WORLD
1337,2006,CHL,Chile,Latin America & Caribbean ,High income,IBRD,3855.3580689265,2.50608214331462,153.84351817143,256.070327751867,9418.27492735073,15676.5834282108,10,78.261,16.334575,REST OF WORLD
1338,2006,CHN,China,East Asia & Pacific,Upper middle income,IBRD,51453.3732338486,1.8695916362794,2752.11865718402,7660.75276934859,2099.2194300499,5843.35309098914,12.1,74.504,1311.02,BRICS
1339,2006,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA,267.360247853277,1.08657956101875,25.2814132633712,60.445022063929706,1303.56496649315,3116.67755044392,11.6,52.355,19.394057,REST OF WORLD
1340,2006,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend,256.92784333225,1.22979394296967,20.910512979127702,47.4639770398821,1177.96860546347,2673.82607491404,11.7,54.856,17.751333,REST OF WORLD
1341,2006,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA,205.102086576592,1.419205358118,14.4519016963878,30.8794276241483,247.54193564633,528.92369781639,7.4,54.534,58.38163,REST OF WORLD
1342,2006,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend,126.569641798466,1.56934291857187,8.07230502906514,17.606451724627,2116.86894319341,4617.08901255599,9.6,58.878,3.813323,REST OF WORLD
1343,2006,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD,5326.66423846108,3.29582499135229,161.792958904864,390.797993616953,3782.60349611154,9136.57718441304,4.1,73.468,42.77291,REST OF WORLD
1344,2006,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA,,,0.698431793872776,1.29779816794899,1155.08567466696,2146.33423844387,5.4,59.875,0.604658,REST OF WORLD
1345,2006,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend,6.98515483949502,0.564741208222978,1.1075714579061402,2.33506885291683,2220.09817493874,4680.58477104263,13.1,72.239,0.498884,REST OF WORLD
1346,2006,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD,0,,22.715540324694402,46.6683606267014,5188.361792249,10659.3255419617,8.4,78.514,4.378172,REST OF WORLD
1347,2006,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified,76.5874439461883,,48.835925925925906,,4336.87332999361,,12.7,77.179,11.26063,REST OF WORLD
1348,2006,CUW,Curacao,Latin America & Caribbean ,High income,Not classified,,,,3.47309417979854,,24590.1923675369,,74.709756097561,0.141239,REST OF WORLD
1349,2006,CYM,Cayman Islands,Latin America & Caribbean ,High income,Not classified,,,4.20028828210157,3.62659602126288,87184.5129854821,75276.5016763784,,,0.048177,REST OF WORLD
1350,2006,CYP,Cyprus,Europe & Central Asia,High income,Not classified,387.703671961883,1.8999978625024,20.072786350520598,22.5402730808627,26729.32421875,30015.078125,3.5,78.371,1.055438,REST OF WORLD
1351,2006,CZE,Czechia,Europe & Central Asia,High income,Not classified,2449.9637097488,1.5678353362801,156.264095664643,244.95100190486897,15261.7975911138,23923.5545114315,14.5,76.5243902439024,10.238905,REST OF WORLD
1352,2006,DEU,Germany,Europe & Central Asia,High income,Not classified,35883.6579726799,1.19930295839133,2994.70364202353,2813.9880601241202,36353.8803343631,34160.1031115569,12.8,79.1317073170732,82.376451,G7
1353,2006,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA,49.5158141131324,4.58763424043374,0.768873684032838,,907.817943782596,,7.5,58.715,0.846947,REST OF WORLD
1354,2006,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend,,,0.390251851851852,0.587685717902598,5677.05117470908,8549.15070702916,,72.848,0.068742,REST OF WORLD
1355,2006,DNK,Denmark,Europe & Central Asia,High income,Not classified,3896.7306676890703,1.37749201363591,282.88494770296603,202.99598499365302,52026.9995142723,37334.1604013286,14.7,78.0951219512195,5.437272,REST OF WORLD
1356,2006,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD,259.240325136752,0.683423360678412,37.8798300842627,85.6016397148267,4080.04573853712,9220.1734947953,4.7,71.165,9.284168,REST OF WORLD
1357,2006,DZA,Algeria,Middle East & North Africa,Upper middle income,IBRD,3093.97824536867,2.6438075477202,123.08425869301,430.089739615766,3681.29098817798,12863.4278612692,3.7,72.334,33.43508,REST OF WORLD
1358,2006,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD,950,2.02982587683564,45.690762,111.062338428854,3261.51495806892,7927.89312780163,10,74.689,14.009061,REST OF WORLD
1359,2006,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD,2952.52015900453,2.60621860261331,107.426086956522,585.438475426253,1332.33941000282,7260.83184299592,3.1,68.977,80.62967,REST OF WORLD
1360,2006,ERI,Eritrea,Sub-Saharan Africa ,Low income,IDA,,,1.2111618796747998,4.54793634405136,420.528739757639,1579.09357234345,13.2,61.611,2.880093,REST OF WORLD
1361,2006,ESP,Spain,Europe & Central Asia,High income,Not classified,17252.217612693403,1.37000746147478,1260.39897783176,1363.88623943957,28389.0785799873,30720.0135089141,7.5,80.8219512195122,44.397319,REST OF WORLD
1362,2006,EST,Estonia,Europe & Central Asia,High income,Not classified,236.324449190189,1.38756206587647,17.0228704052189,26.0543132217345,12639.4000677296,19345.2032742068,20.9,72.6914634146341,1.34681,REST OF WORLD
1363,2006,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA,345.687017021091,2.30714932404438,15.2808618346024,55.9167775502882,191.75129245508,701.669479198582,7.8,55.149,79.69105,REST OF WORLD
1364,2006,FIN,Finland,Europe & Central Asia,High income,Not classified,3128.51747444563,1.44240186243663,217.089269791764,181.44867610482,41222.6020004611,34454.8883772759,21,79.2146341463415,5.266268,REST OF WORLD
1365,2006,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend,54.0671680587807,1.60859901711712,3.0763054528650597,6.27720105067344,3483.59718493626,7108.27980005666,9.2,66.855,0.883083,REST OF WORLD
1366,2006,FRA,France,Europe & Central Asia,High income,Not classified,45792.148415524396,1.97509829987374,2320.5362213047,2065.68174781741,36470.2128399313,32464.8468361788,18.5,80.8121951219512,63.628261,G7
1367,2006,FRO,Faroe Islands,Europe & Central Asia,High income,Not classified,,,2.0176808348991697,,41762.6898536453,,,79.6390243902439,0.048313,REST OF WORLD
1368,2006,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA,,,0.2535419,0.318379110780397,2298.63645841833,2886.45715614905,24.6,71.093,0.110301,REST OF WORLD
1369,2006,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD,130.237717301918,1.28261921013258,10.327598306457501,20.5695823563114,6873.45398271021,13689.9280524177,10.6,62.375,1.502534,REST OF WORLD
1370,2006,GBR,United Kingdom,Europe & Central Asia,High income,Not classified,64217.619528327305,2.36967440284241,2708.44158233671,2113.50309838448,44512.4590296865,34734.8160246415,7.8,79.2487804878049,60.84682,G7
1371,2006,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD,404.172025858922,5.21830695097827,7.74525073395067,23.206197564438,1996.02013272284,5980.44390474304,6.2,71.394,3.880347,REST OF WORLD
1372,2006,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA,75.7326079270927,0.262213532811969,20.8850375966963,71.5005114521828,904.169527809899,3095.4497150684,7,59.988,23.098586,REST OF WORLD
1373,2006,GIB,Gibraltar,Europe & Central Asia,High income,Not classified,,,,,,,,80.393,0.029587,REST OF WORLD
1374,2006,GIN,Guinea,Sub-Saharan Africa ,Lower middle income,IDA,,,4.22001924272882,13.7176516921316,452.276159713719,1470.17500886935,6,55.108,9.330625,REST OF WORLD
1375,2006,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA,2.7863192437744297,0.260242378391835,1.0541124877408299,3.31188536353749,615.973928349442,1935.31056822351,5.7,59.06,1.711294,REST OF WORLD
1376,2006,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA,,,0.634781901283407,1.73504577068364,448.897490531661,1226.96896499846,8.4,53.371,1.414091,REST OF WORLD
1377,2006,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD,,,10.086528698860398,23.2843490797164,11140.1901650513,25716.6845365527,9.2,56.046,0.905418,REST OF WORLD
1378,2006,GRC,Greece,Europe & Central Asia,High income,Not classified,7607.18618161655,2.78341887026498,273.546728473073,314.620169569606,24821.9367451879,28548.9868272572,3.7,79.4390243902439,11.020362,REST OF WORLD
1379,2006,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend,,,0.698700666666667,1.08776117974456,6295.28117153806,9800.70980416403,5.1,73.7,0.110988,REST OF WORLD
1380,2006,GRL,Greenland,Europe & Central Asia,High income,Not classified,,,2.01310692950031,2.38680929262679,35458.2542977474,42040.5342696797,,68.6165853658537,0.056774,REST OF WORLD
1381,2006,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD,130.546929154779,0.43182946456192,29.7442468271839,77.9775604559214,2251.07878386326,5901.43139208068,10.7,69.812,13.21333,REST OF WORLD
1382,2006,GUM,Guam,East Asia & Pacific,High income,Not classified,,,4.238,,25735.5396994079,,,77.136,0.164675,REST OF WORLD
1383,2006,GUY,Guyana,Latin America & Caribbean ,High income,IDA,19.176973644773902,0.805815134799291,2.3798179906918002,5.57531891203139,3138.08220913067,7351.74250993436,30.7,65.667,0.758367,REST OF WORLD
1384,2006,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified,,,193.535442896365,286.25274045293105,28224.0951563146,41745.4522251289,,82.3848780487805,6.8571,REST OF WORLD
1385,2006,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA,75.59591854015841,0.692430000775615,10.9174770661429,26.3213015098586,1409.57974824961,3398.4017856038,2.2,70.261,7.7452,REST OF WORLD
1386,2006,HRV,Croatia,Europe & Central Asia,High income,IBRD,849.431034689497,1.67011885636533,49.6016536251683,76.0438393387342,11505.4104070781,17638.8389615726,18.3,75.8368292682927,4.311159,REST OF WORLD
1387,2006,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA,0,,7.63873912267242,23.0751314119756,824.358051754102,2490.2238536052,9.6,60.763,9.266288,REST OF WORLD
1388,2006,HUN,Hungary,Europe & Central Asia,High income,Not classified,1410.07177147203,1.21856650672823,115.715618613052,185.14836203490302,11489.5608654088,18383.6322203338,24.9,73.0975609756098,10.07137,REST OF WORLD
1389,2006,IDN,Indonesia,East Asia & Pacific,Upper middle income,IBRD,2611.8751173667897,0.65870277762871,364.570515618357,1540.18587101901,1572.79793972155,6644.53394048679,2.9,67.914,231.797427,REST OF WORLD
1390,2006,IMN,Isle of Man,Europe & Central Asia,High income,Not classified,,,3.4227332024501,,42662.5766870682,,,78.191,0.080228,REST OF WORLD
1391,2006,IND,India,South Asia,Lower middle income,IBRD,23951.9279581522,2.68038156022763,940.2598887877209,3777.4053379645898,802.01374204361,3222.01449454838,15.6,65.412,1172.373788,BRICS
1392,2006,IRL,Ireland,Europe & Central Asia,High income,Not classified,1190.3791173707,0.51315124388682,232.180617162279,189.029911943719,54329.1618599624,44232.1017485574,10.9,79.2414634146342,4.273591,REST OF WORLD
1393,2006,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income,IBRD,8751.47476703588,3.31519380033441,266.298911663707,1119.69963057217,3736.1777926143,15709.4028961904,6,72.276,71.27576,REST OF WORLD
